container_id,container_type,material,weight_kg,age_months,usage_count,damage_level,structural_condition,cleanliness_score,contamination,repair_required,repair_cost,refurbishment_cost,resale_value,recycling_value,disposal_cost,carbon_repair,carbon_refurbish,carbon_resell,carbon_recycle,carbon_dispose,recyclable,safety_risk,location,sensor_available,network_available,inspection_completeness,final_disposition
CON-104604,Box,Plastic,5.09,25,65,High,Moderate Damage,63.37,None,True,6.51,14.24,8.96,0.93,6.27,2.11,2.07,0.1,5.3,15.89,True,Medium,Depot C,True,True,1.0,Resell
CON-104605,Tote,Plastic,6.76,30,45,High,Moderate Damage,62.18,Chemical,True,16.57,16.17,25.6,1.45,16.72,2.31,2.49,0.14,7.03,21.09,True,Medium,Terminal E,True,True,1.0,Resell
CON-104606,Pallet,Plastic,5.94,1,2,None,Safe,72.79,None,False,0.0,11.78,49.8,1.15,6.49,3.71,2.29,0.12,6.18,18.54,True,Low,Facility D,True,True,1.0,Resell
CON-104607,Box,Plastic,6.07,22,44,None,Safe,88.19,None,False,0.0,8.42,10.11,1.2,6.52,3.73,2.32,0.12,6.31,18.93,True,Low,Warehouse A,False,True,1.0,Resell
CON-104608,Drum,Plastic,7.19,28,90,Medium,Moderate Damage,79.86,Organic,True,26.01,30.02,69.35,1.32,6.8,1.36,2.6,0.14,7.48,22.44,True,Medium,Warehouse A,True,True,1.0,Resell
CON-104609,Box,Plastic,5.3,46,124,High,Moderate Damage,58.34,None,True,7.72,20.9,4.41,0.97,6.32,2.14,2.12,0.11,5.51,16.52,True,Medium,Terminal E,False,False,0.79,Manual_Review
CON-104610,Tote,Plastic,6.94,59,185,Low,Safe,61.14,None,False,1.8,30.33,4.02,1.45,6.73,3.83,2.53,0.14,7.21,21.64,True,Low,Depot C,True,True,1.0,Resell
CON-104611,Tote,Plastic,5.42,60,85,Medium,Moderate Damage,74.58,None,True,6.94,18.31,9.65,1.06,6.36,1.15,2.16,0.11,5.64,16.91,True,Medium,Facility D,True,False,1.0,Resell
CON-104612,Tote,Plastic,6.51,15,31,Medium,Minor Damage,88.14,Organic,True,9.19,10.88,34.13,1.34,6.63,1.28,2.43,0.13,6.78,20.33,True,Medium,Warehouse A,True,True,1.0,Resell
CON-104613,Tote,Plastic,5.91,31,107,Medium,Moderate Damage,75.93,Organic,True,8.38,20.31,18.54,1.29,6.48,1.21,2.28,0.12,6.15,18.44,True,Medium,Facility D,True,True,0.53,Manual_Review
CON-104614,Box,Cardboard,1.35,59,168,,Moderate Damage,51.35,None,True,3.53,26.35,1.37,0.11,5.34,0.66,1.14,0.03,0.54,1.61,True,Medium,Terminal E,False,False,1.0,Resell
CON-104615,Tote,Plastic,4.94,4,13,Low,Minor Damage,68.85,None,False,1.86,11.97,34.68,0.95,6.24,3.59,2.04,0.1,5.14,15.41,True,Low,Warehouse A,True,True,1.0,Resell
CON-104616,Box,Plastic,5.78,25,62,High,Moderate Damage,77.57,None,True,5.41,11.81,10.17,1.16,6.44,2.19,2.24,0.12,6.01,18.03,True,Medium,Warehouse A,True,True,1.0,Resell
CON-104617,Tote,Plastic,5.27,41,89,Medium,Minor Damage,68.94,None,True,9.23,19.56,14.87,1.07,6.32,1.13,2.12,0.11,5.49,16.46,True,Medium,Hub B,True,True,1.0,Resell
CON-104618,Box,Plastic,5.87,9,9,None,Safe,81.1,None,False,0.0,5.99,13.22,1.11,6.47,3.7,2.27,0.12,6.11,18.33,True,Low,Terminal E,True,True,1.0,Resell
CON-104619,Pallet,Wood,16.93,38,37,Low,Safe,67.16,None,False,2.43,16.13,27.45,0.0,9.23,5.03,5.03,0.34,2.71,8.13,False,Low,Facility D,True,True,1.0,Resell
CON-104620,Crate,Wood,17.36,6,7,None,Safe,69.49,None,False,0.0,17.28,77.85,0.0,9.34,5.08,5.14,0.35,2.78,8.33,False,Low,Depot C,True,True,1.0,Resell
CON-104621,Drum,Plastic,4.92,53,101,High,Unsafe,50.81,None,True,43.87,35.48,0.0,0.98,6.23,2.09,2.03,0.1,5.12,15.36,True,High,Terminal E,True,False,1.0,Recycle
CON-104622,Tote,Plastic,6.78,6,5,Low,Safe,77.48,Organic,False,1.69,9.88,39.35,1.31,6.7,3.81,2.5,0.14,7.06,21.17,True,Low,Hub B,False,True,1.0,Resell
CON-104623,Drum,Plastic,6.17,46,134,Medium,Moderate Damage,52.82,None,True,26.46,38.48,30.05,1.22,6.54,1.24,2.34,0.12,6.42,19.26,True,Medium,Terminal E,False,True,1.0,Resell
CON-104624,Drum,Plastic,5.39,22,72,Low,Minor Damage,61.52,None,False,6.2,30.97,78.51,1.1,6.35,3.65,2.15,0.11,5.6,16.81,True,Low,Hub B,True,True,1.0,Resell
CON-104625,Box,Cardboard,1.68,33,36,None,Safe,82.9,None,False,0.0,8.41,8.9,0.15,5.42,3.2,1.22,0.03,0.67,2.02,True,Low,Warehouse A,True,True,1.0,Resell
CON-104626,Drum,Plastic,6.02,33,24,None,Safe,71.1,None,False,0.0,24.74,79.63,1.32,6.5,3.72,2.3,0.12,6.26,18.77,True,Low,Facility D,True,True,1.0,Resell
CON-104627,Crate,Metal,24.66,29,44,Medium,Moderate Damage,73.99,None,True,17.94,20.3,50.85,12.28,11.17,3.46,6.97,0.49,54.26,162.78,True,Medium,Terminal E,True,True,1.0,Resell
CON-104628,Tote,Plastic,5.45,43,56,Low,Safe,80.56,None,False,2.01,14.52,17.16,1.05,6.36,3.65,2.16,0.11,5.67,17.0,True,Low,Depot C,True,True,1.0,Resell
CON-104629,Drum,Plastic,6.79,25,67,High,,77.2,None,True,61.4,28.12,75.13,1.45,6.7,2.31,2.5,0.14,7.06,21.19,True,Medium,Terminal E,True,False,1.0,Resell
CON-104630,Pallet,Wood,16.08,47,52,Medium,Moderate Damage,79.73,None,True,9.78,15.74,20.4,0.0,9.02,2.43,4.82,0.32,2.57,7.72,False,Medium,Warehouse A,True,True,1.0,Resell
CON-104631,Tote,Plastic,6.06,30,73,Medium,Minor Damage,77.53,None,True,7.7,16.67,24.02,1.32,6.52,1.23,2.32,0.12,6.3,18.91,True,Medium,Hub B,True,False,1.0,Resell
CON-104632,Drum,Metal,25.16,7,3,Medium,Moderate Damage,95.45,None,True,19.96,18.98,107.85,11.63,11.29,3.52,7.09,0.5,55.35,166.06,True,Medium,Depot C,False,True,1.0,Resell
CON-104633,Drum,Plastic,5.12,56,104,Medium,Minor Damage,67.13,None,True,23.26,33.33,26.5,1.1,6.28,1.11,2.08,0.1,5.33,15.98,True,Medium,Facility D,True,True,1.0,Resell
CON-104634,Crate,Wood,21.09,54,178,Low,Safe,45.06,None,False,3.91,38.04,7.85,0.0,10.27,5.53,6.07,0.42,3.37,10.12,False,Low,Terminal E,False,True,1.0,Resell
CON-104635,Drum,Metal,25.92,6,15,None,Safe,78.75,None,False,0.0,22.69,114.2,12.82,11.48,6.11,7.28,0.52,57.01,171.04,True,Low,Depot C,True,True,1.0,Resell
CON-104636,Pallet,Wood,21.43,60,205,High,Moderate Damage,51.57,None,True,22.73,35.26,5.48,0.0,10.36,4.07,6.16,0.43,3.43,10.29,False,Medium,Hub B,True,True,1.0,Resell
CON-104637,Tote,Plastic,5.84,47,48,Medium,,75.54,None,True,8.86,14.47,18.93,1.2,6.46,1.2,2.26,0.12,6.07,18.22,True,Medium,Hub B,True,True,1.0,Resell
CON-104638,Pallet,Plastic,5.79,49,150,Medium,Moderate Damage,45.43,None,True,8.56,30.69,10.05,1.17,6.45,1.19,2.25,0.12,6.02,18.07,True,Medium,Facility D,False,True,1.0,Resell
CON-104639,Pallet,Plastic,5.6,8,26,None,Safe,66.23,None,False,0.0,15.17,42.23,1.13,6.4,3.67,2.2,0.11,5.82,17.46,True,Low,Facility D,True,True,1.0,Resell
CON-104640,Drum,Metal,27.13,59,158,Medium,Minor Damage,54.06,Chemical,True,20.07,40.69,11.06,14.87,29.45,3.76,7.58,0.54,59.68,179.03,True,Medium,Terminal E,True,True,1.0,Resell
CON-104641,Tote,Plastic,6.2,14,46,Medium,Minor Damage,82.64,None,True,6.44,13.2,27.89,1.16,6.55,1.24,2.35,0.12,6.45,19.34,True,Medium,Depot C,True,True,1.0,Resell
CON-104642,Box,Cardboard,1.23,29,34,Medium,Minor Damage,81.71,None,True,2.45,8.39,8.75,0.1,5.31,0.65,1.11,0.02,0.49,1.48,True,Medium,Hub B,True,True,1.0,Resell
CON-104643,Drum,Plastic,5.74,31,105,High,Moderate Damage,75.19,None,True,55.44,32.22,59.03,1.08,6.44,2.19,2.24,0.11,5.97,17.91,True,Medium,Warehouse A,False,True,1.0,Resell
CON-104644,Tote,Plastic,7.06,38,105,Medium,Moderate Damage,63.62,None,True,9.04,21.96,15.66,1.46,6.76,1.35,2.56,0.14,7.34,22.03,True,Medium,Warehouse A,True,False,1.0,Resell
CON-104645,Crate,Plastic,5.88,45,24,Low,Safe,72.67,None,False,4.06,18.5,40.98,1.12,6.47,3.71,2.27,0.12,6.12,18.36,True,Low,Hub B,True,True,1.0,Resell
CON-104646,Drum,Metal,35.16,29,29,Low,Minor Damage,93.1,None,False,5.74,21.93,72.41,17.23,13.79,7.22,9.59,0.7,77.36,232.08,True,Low,Depot C,True,True,1.0,Resell
CON-104647,Tote,Plastic,7.18,40,22,High,Moderate Damage,81.32,Organic,True,20.31,11.0,24.35,1.31,6.79,2.36,2.59,0.14,7.46,22.39,True,Medium,Warehouse A,True,True,1.0,Resell
CON-104648,Tote,Plastic,5.58,36,30,Medium,Minor Damage,89.46,None,True,7.95,10.58,23.07,1.02,6.4,1.17,2.2,0.11,5.8,17.41,True,Medium,Depot C,True,True,1.0,Resell
CON-104649,Tote,Plastic,6.39,16,48,High,Moderate Damage,72.57,None,True,20.33,14.91,32.19,1.28,6.6,2.27,2.4,0.13,6.64,19.93,True,Medium,Warehouse A,True,False,1.0,Resell
CON-104650,Box,Cardboard,1.67,17,19,None,Safe,84.6,None,False,0.0,6.46,11.97,0.14,5.42,3.2,1.22,0.03,0.67,2.0,True,Low,Depot C,True,True,1.0,Resell
CON-104651,Drum,Metal,35.49,41,125,High,Unsafe,63.69,None,True,56.01,35.95,0.0,16.94,13.87,5.76,9.67,0.71,78.07,234.21,True,High,Hub B,True,True,1.0,Recycle
CON-104652,Pallet,Wood,23.22,19,62,Medium,Minor Damage,72.55,None,True,8.98,17.82,32.57,0.0,10.81,3.29,6.61,0.46,3.72,11.15,False,Medium,Depot C,True,True,1.0,Resell
CON-104653,Pallet,Wood,17.09,43,78,Low,Minor Damage,81.39,None,False,2.92,18.09,21.32,0.0,9.27,5.05,5.07,0.34,2.73,8.2,False,Low,Depot C,True,True,1.0,Resell
CON-104654,Box,Plastic,5.33,40,117,Low,Safe,54.67,None,False,0.63,20.75,5.51,1.12,6.33,3.64,2.13,0.11,5.54,16.62,True,Low,Hub B,True,True,1.0,Resell
CON-104655,Pallet,Plastic,7.15,23,67,Low,Minor Damage,75.48,None,False,2.7,17.88,29.49,1.35,6.79,3.86,2.59,0.14,7.44,22.32,True,Low,Warehouse A,True,False,1.0,Resell
CON-104656,Tote,Plastic,6.76,53,151,High,Moderate Damage,51.47,None,True,17.56,28.38,6.6,1.32,6.69,2.31,2.49,0.14,7.03,21.1,True,Medium,Warehouse A,True,True,1.0,Resell
CON-104657,Tote,Plastic,5.48,47,66,Medium,Moderate Damage,59.16,None,True,7.77,18.73,15.89,1.03,6.37,1.16,2.17,0.11,5.7,17.1,True,Medium,Hub B,True,True,1.0,Resell
CON-104658,Crate,Plastic,7.17,29,69,High,Moderate Damage,71.42,None,True,32.14,23.19,44.3,1.46,6.79,2.36,2.59,0.14,7.46,22.38,True,Medium,Warehouse A,True,True,1.0,Resell
CON-104659,Drum,Plastic,5.63,25,64,Medium,Moderate Damage,73.86,None,True,23.45,28.32,72.43,1.09,6.41,1.18,2.21,0.11,5.86,17.57,True,Medium,Warehouse A,False,True,1.0,Resell
CON-104660,Tote,Plastic,6.98,51,163,Medium,Minor Damage,56.42,Organic,True,8.42,28.84,6.12,1.48,6.74,1.34,2.54,0.14,7.26,21.78,True,Medium,Depot C,True,True,1.0,Resell
CON-104661,Crate,Wood,22.09,4,10,Low,Safe,76.14,None,False,4.63,16.58,68.93,0.0,10.52,5.65,6.32,0.44,3.53,10.6,False,Low,Facility D,True,True,0.76,Manual_Review
CON-104662,Pallet,Wood,16.26,30,35,None,Safe,67.5,Chemical,False,0.0,15.88,32.32,0.0,22.66,4.95,4.86,0.33,2.6,7.8,False,Medium,Warehouse A,False,False,1.0,Resell
CON-104663,Tote,Plastic,5.81,1,2,Medium,Minor Damage,80.86,None,True,8.98,9.07,43.16,1.17,6.45,1.2,2.25,0.12,6.04,18.13,True,Medium,Terminal E,False,True,1.0,Resell
CON-104664,Tote,Plastic,5.55,28,61,Low,Safe,70.51,None,False,2.21,16.52,24.52,1.13,6.39,3.67,2.19,0.11,5.77,17.32,True,Low,Warehouse A,True,True,1.0,Resell
CON-104665,Crate,Metal,31.8,34,104,High,Unsafe,78.77,None,True,30.91,25.58,0.0,15.72,12.95,5.32,8.75,0.64,69.95,209.86,True,High,Hub B,True,False,1.0,Recycle
CON-104666,Tote,Plastic,6.84,48,81,Medium,Minor Damage,82.14,None,True,9.1,16.78,15.54,1.43,6.71,1.32,2.51,0.14,7.11,21.33,True,Medium,Warehouse A,False,True,1.0,Resell
CON-104667,Pallet,Plastic,6.99,39,27,None,Safe,74.76,None,False,0.0,13.99,27.12,1.35,6.75,3.84,2.55,0.14,7.27,21.82,True,Low,Warehouse A,True,True,1.0,Resell
CON-104668,Crate,Metal,33.3,53,66,Medium,Moderate Damage,62.89,Chemical,True,13.74,24.17,27.61,17.06,33.31,4.5,9.13,0.67,73.27,219.8,True,Medium,Depot C,False,False,1.0,Resell
CON-104669,Box,Cardboard,1.2,30,15,None,Safe,92.19,None,False,0.0,4.92,9.13,0.09,5.3,3.14,1.1,0.02,0.48,1.44,True,Low,Terminal E,True,True,1.0,Resell
CON-104670,Crate,Metal,29.51,8,25,Low,,65.99,None,False,4.03,19.6,65.6,15.19,12.38,6.54,8.18,0.59,64.93,194.79,True,Low,Terminal E,True,True,1.0,Resell
CON-104671,Box,Plastic,6.9,48,63,High,Moderate Damage,80.25,None,True,6.56,11.51,5.82,1.45,6.72,2.33,2.52,0.14,7.17,21.52,True,Medium,Warehouse A,False,True,1.0,Resell
CON-104672,Tote,Plastic,6.51,11,7,None,Safe,97.42,Hazardous,False,0.0,7.09,0.0,0.0,39.76,3.78,2.43,0.13,6.77,20.31,False,High,Warehouse A,True,True,1.0,Dispose
CON-104673,Tote,Plastic,6.74,20,43,Medium,Minor Damage,82.95,Organic,True,6.89,12.86,29.55,1.22,6.68,1.31,2.48,0.13,7.01,21.03,True,Medium,Facility D,False,True,1.0,Resell
CON-104674,Pallet,Wood,23.77,4,9,Low,Minor Damage,88.18,Organic,False,2.73,10.17,43.11,0.0,10.94,5.85,6.74,0.48,3.8,11.41,False,Low,Depot C,True,True,1.0,Resell
CON-104675,Pallet,Wood,19.78,17,53,None,Safe,66.13,None,False,0.0,17.88,33.87,0.0,9.95,5.37,5.75,0.4,3.17,9.5,False,Low,Depot C,True,True,1.0,Resell
CON-104676,Pallet,Wood,22.56,50,93,High,Unsafe,80.21,None,True,26.17,19.77,0.0,0.0,10.64,4.21,6.44,0.45,3.61,10.83,False,High,Depot C,True,True,1.0,Dispose
CON-104677,Crate,Metal,30.97,55,62,None,Safe,87.33,None,False,0.0,20.1,28.63,15.17,12.74,6.72,8.54,0.62,68.14,204.42,True,Low,Facility D,False,True,1.0,Resell
CON-104678,Drum,Metal,29.58,10,30,Medium,Moderate Damage,79.57,None,True,24.29,24.06,101.71,14.5,12.4,4.05,8.2,0.59,65.08,195.24,True,Medium,Terminal E,True,True,1.0,Resell
CON-104679,Pallet,Wood,16.05,37,54,High,Unsafe,72.54,None,True,26.9,17.02,0.0,0.0,9.01,3.43,4.81,0.32,2.57,7.7,False,High,Hub B,True,True,1.0,Dispose
CON-104680,Pallet,Wood,18.19,56,51,Medium,Minor Damage,82.97,None,True,11.05,15.15,16.2,0.0,9.55,2.68,5.35,0.36,2.91,8.73,False,Medium,Hub B,False,True,1.0,Resell
CON-104681,Crate,Wood,17.54,1,1,Low,Minor Damage,,None,False,3.92,15.66,83.07,0.0,9.38,5.1,5.18,0.35,2.81,8.42,False,Low,Warehouse A,False,True,1.0,Resell
CON-104682,Box,Plastic,5.42,20,20,None,Safe,,None,False,0.0,7.29,10.79,1.11,6.35,3.65,2.15,0.11,5.64,16.91,True,Low,Terminal E,True,False,0.78,Manual_Review
CON-104683,Drum,Plastic,5.43,28,93,Medium,Minor Damage,58.43,None,True,27.17,33.54,59.59,1.12,6.36,1.15,2.16,0.11,5.64,16.93,True,Medium,Terminal E,False,True,1.0,Resell
CON-104684,Box,Plastic,6.78,28,69,High,Unsafe,82.76,None,True,7.98,11.74,0.0,1.44,6.7,2.31,2.5,0.14,7.06,21.17,True,High,Facility D,True,False,1.0,Recycle
CON-104685,Drum,Plastic,6.68,37,35,Medium,Moderate Damage,81.97,None,True,25.33,24.2,69.59,1.21,6.67,1.3,2.47,0.13,6.95,20.85,True,Medium,Terminal E,True,True,1.0,Resell
CON-104686,Crate,Plastic,6.27,49,65,None,Safe,77.04,Organic,False,0.0,21.94,29.13,1.21,6.57,3.75,2.37,0.13,6.53,19.58,True,Low,Facility D,True,True,1.0,Resell
CON-104687,Tote,Plastic,4.9,7,7,None,Safe,83.25,None,False,0.0,9.21,35.63,1.06,6.22,3.59,2.02,0.1,5.09,15.28,True,Low,Hub B,True,True,1.0,Resell
CON-104688,Pallet,Wood,23.59,27,74,Medium,Minor Damage,56.56,None,True,8.27,21.42,28.01,0.0,10.9,3.33,6.7,0.47,3.77,11.32,False,Medium,Facility D,True,True,1.0,Resell
CON-104689,Pallet,Plastic,6.71,30,66,High,Moderate Damage,60.18,None,True,18.43,20.07,30.14,1.4,6.68,2.31,2.48,0.13,6.98,20.93,True,Medium,Warehouse A,True,True,1.0,Resell
CON-104690,Drum,Plastic,6.15,2,5,None,Safe,95.09,None,False,0.0,19.24,106.83,1.2,6.54,3.74,2.34,0.12,6.4,19.2,True,Low,Hub B,True,True,1.0,Resell
CON-104691,Tote,Plastic,5.69,1,3,Low,Minor Damage,74.39,None,False,2.05,10.14,39.25,1.04,6.42,3.68,2.22,0.11,5.92,17.75,True,Low,Hub B,True,False,1.0,Resell
CON-104692,Tote,Plastic,5.84,29,92,Medium,Moderate Damage,73.47,Organic,True,6.85,19.18,23.01,1.19,6.46,1.2,2.26,0.12,6.07,18.21,True,Medium,Warehouse A,False,True,1.0,Resell
CON-104693,Pallet,Plastic,5.57,56,70,High,Unsafe,60.76,None,True,20.45,20.39,0.0,1.18,6.39,2.17,2.19,0.11,5.79,17.37,True,High,Warehouse A,True,True,1.0,Recycle
CON-104694,Pallet,Plastic,5.85,52,143,Medium,Moderate Damage,47.47,None,True,8.02,29.68,10.22,1.18,6.46,1.2,2.26,0.12,6.09,18.26,True,Medium,Depot C,True,True,1.0,Resell
CON-104695,Crate,Metal,29.7,16,40,High,Moderate Damage,86.41,Hazardous,True,40.77,18.04,0.0,0.0,74.55,5.06,8.22,0.59,65.34,196.01,False,High,Hub B,True,True,1.0,Dispose
CON-104696,Drum,Metal,24.07,32,109,Medium,Minor Damage,74.32,None,True,25.25,32.75,58.8,10.91,11.02,3.39,6.82,0.48,52.95,158.85,True,Medium,Hub B,False,True,1.0,Resell
CON-104697,Tote,Plastic,5.38,28,84,Low,Minor Damage,70.14,None,False,2.08,18.88,21.85,1.03,6.35,3.65,2.15,0.11,5.6,16.79,True,Low,Facility D,False,True,1.0,Resell
CON-104698,Pallet,Wood,20.67,18,39,None,Safe,62.83,None,False,0.0,16.98,35.38,0.0,10.17,5.48,5.97,0.41,3.31,9.92,False,Low,Terminal E,True,True,1.0,Resell
CON-104699,Pallet,Plastic,6.26,36,113,Medium,Moderate Damage,57.72,None,True,9.3,25.14,19.21,1.36,6.57,1.25,2.37,0.13,6.51,19.54,True,Medium,Facility D,True,True,1.0,Resell
CON-104700,Crate,Metal,35.49,3,6,Low,Safe,85.78,None,False,3.86,14.73,69.36,16.91,13.87,7.26,9.67,0.71,78.07,234.22,True,Low,Terminal E,True,True,1.0,Resell
CON-104701,Drum,Metal,25.48,60,191,High,Moderate Damage,54.35,None,True,50.17,43.95,11.28,13.49,11.37,4.56,7.17,0.51,56.06,168.17,True,Medium,Terminal E,True,True,1.0,Resell
CON-104702,Drum,Plastic,5.47,53,86,Low,Safe,70.64,None,False,5.46,31.0,36.37,1.18,6.37,3.66,2.17,0.11,5.68,17.05,True,Low,Depot C,True,False,1.0,Resell
CON-104703,Tote,Plastic,5.67,30,42,None,Safe,72.7,None,False,0.0,14.3,25.58,1.15,6.42,3.68,2.22,0.11,5.89,17.68,True,Low,Terminal E,True,True,1.0,Resell
CON-104704,Box,Plastic,4.84,47,163,Low,Safe,63.22,None,False,0.62,24.07,3.02,0.88,6.21,3.58,2.01,0.1,5.03,15.1,True,Low,Terminal E,True,True,1.0,Resell
CON-104705,Drum,Metal,27.74,4,13,None,Safe,86.92,None,False,0.0,21.26,109.67,13.4,11.94,6.33,7.74,0.55,61.04,183.12,True,Low,Warehouse A,True,True,1.0,Resell
CON-104706,Drum,Plastic,7.0,49,126,High,Unsafe,50.91,None,True,57.27,37.96,0.0,1.45,6.75,2.34,2.55,0.14,7.28,21.85,True,High,Facility D,True,True,1.0,Recycle
CON-104707,Drum,Metal,25.7,28,48,Low,Minor Damage,78.03,None,False,4.95,26.09,76.11,13.74,11.43,6.08,7.23,0.51,56.54,169.62,True,Low,Warehouse A,False,True,1.0,Resell
CON-104708,Pallet,Plastic,6.98,51,148,High,Unsafe,65.03,None,True,22.73,27.55,0.0,1.52,6.74,2.34,2.54,0.14,7.26,21.77,True,High,Depot C,False,True,1.0,Recycle
CON-104709,Drum,Plastic,6.93,14,24,Low,Safe,76.99,None,False,6.1,23.85,105.23,1.42,6.73,3.83,2.53,0.14,7.2,21.61,True,Low,Depot C,False,True,1.0,Resell
CON-104710,Box,Cardboard,1.65,42,37,High,Unsafe,63.96,None,True,5.65,11.36,0.0,0.12,5.41,1.7,1.21,0.03,0.66,1.98,True,High,Warehouse A,True,True,1.0,Recycle
CON-104711,Pallet,Wood,23.82,23,47,Low,Minor Damage,88.58,None,False,2.96,13.91,37.17,0.0,10.96,5.86,6.76,0.48,3.81,11.44,False,Low,Hub B,False,True,1.0,Resell
CON-104712,Crate,Metal,27.06,2,3,High,Moderate Damage,77.81,None,True,33.66,15.63,72.62,14.6,11.77,4.75,7.57,0.54,59.54,178.61,True,Medium,Hub B,True,False,1.0,Resell
CON-104713,Crate,Wood,17.07,60,140,Medium,Minor Damage,43.45,None,True,13.99,34.48,9.24,0.0,9.27,2.55,5.07,0.34,2.73,8.19,False,Medium,Hub B,True,True,1.0,Resell
CON-104714,Drum,Plastic,6.31,56,166,Medium,Moderate Damage,,None,True,25.79,43.5,13.56,1.33,6.58,1.26,2.38,0.13,6.56,19.69,True,Medium,Terminal E,True,True,1.0,Resell
CON-104715,Pallet,Wood,19.03,3,4,Medium,Minor Damage,81.72,None,True,9.24,10.64,51.68,0.0,9.76,2.78,5.56,0.38,3.04,9.13,False,Medium,Hub B,True,True,1.0,Resell
CON-104716,Pallet,Wood,20.29,45,92,Medium,Moderate Damage,75.54,None,True,9.17,20.37,16.48,0.0,10.07,2.93,5.87,0.41,3.25,9.74,False,Medium,Warehouse A,True,False,1.0,Resell
CON-104717,Pallet,Plastic,5.32,57,29,None,Safe,92.64,None,False,0.0,11.5,19.54,1.07,6.33,3.64,2.13,0.11,5.53,16.6,True,Low,Facility D,True,True,1.0,Resell
CON-104718,Tote,Plastic,5.15,37,34,Medium,Moderate Damage,91.52,None,True,6.95,10.67,20.75,1.03,6.29,1.12,2.09,0.1,5.36,16.08,True,Medium,Warehouse A,True,True,1.0,Resell
CON-104719,Drum,Metal,35.55,59,121,None,Safe,49.31,None,False,0.0,37.7,20.67,18.28,13.89,7.27,9.69,0.71,78.22,234.65,True,Low,Warehouse A,False,True,1.0,Resell
CON-104720,Tote,Plastic,5.83,59,188,Low,Safe,42.48,None,False,2.31,33.43,3.94,1.1,6.46,3.7,2.26,0.12,6.07,18.2,True,Low,Warehouse A,True,True,1.0,Resell
CON-104721,Box,Plastic,4.96,9,26,None,Safe,85.27,None,False,0.0,7.06,13.32,1.06,6.24,3.6,2.04,0.1,5.16,15.49,True,Low,Depot C,True,True,1.0,Resell
CON-104722,Drum,Metal,34.04,35,60,Medium,Minor Damage,61.49,None,True,27.85,29.78,67.12,17.53,13.51,4.58,9.31,0.68,74.88,224.63,True,Medium,Warehouse A,True,False,1.0,Resell
CON-104723,Box,Cardboard,1.73,44,146,Critical,Unsafe,66.1,None,True,12.3,21.94,0.0,0.15,5.43,3.21,1.23,0.03,0.69,2.07,True,High,Terminal E,False,True,1.0,Recycle
CON-104724,Drum,Plastic,6.66,8,16,None,Safe,95.71,None,False,0.0,20.24,96.96,1.42,6.67,3.8,2.47,0.13,6.93,20.79,True,Low,Terminal E,True,True,1.0,Resell
CON-104725,Pallet,Plastic,6.12,45,81,Medium,Moderate Damage,73.03,None,True,9.89,19.65,20.95,1.13,6.53,1.23,2.33,0.12,6.37,19.11,True,Medium,Depot C,True,True,1.0,Resell
CON-104726,Crate,Wood,21.23,35,61,None,Safe,85.65,None,False,0.0,20.25,41.27,0.0,10.31,5.55,6.11,0.42,3.4,10.19,False,Low,Facility D,True,True,1.0,Resell
CON-104727,Crate,Metal,33.58,2,3,Medium,Minor Damage,89.07,None,True,13.57,13.94,80.94,17.7,13.4,4.53,9.2,0.67,73.88,221.64,True,Medium,Depot C,True,True,1.0,Resell
CON-104728,Tote,Plastic,5.22,56,127,Medium,Minor Damage,45.09,Organic,True,8.07,26.94,7.91,1.14,6.3,1.13,2.1,0.1,5.43,16.28,True,Medium,Warehouse A,True,True,1.0,Resell
CON-104729,Crate,Metal,24.32,30,93,Medium,Minor Damage,79.7,None,True,13.86,24.35,41.86,13.22,11.08,3.42,6.88,0.49,53.49,160.48,True,Medium,Depot C,True,False,1.0,Resell
CON-104730,Crate,Metal,34.95,25,29,Low,Minor Damage,84.53,None,False,3.64,17.22,53.43,17.09,13.74,7.19,9.54,0.7,76.88,230.64,True,Low,Warehouse A,False,True,1.0,Resell
CON-104731,Box,Cardboard,1.31,29,34,Medium,Minor Damage,79.23,None,True,3.57,8.76,10.34,0.1,5.33,0.66,1.13,0.03,0.53,1.58,True,Medium,Warehouse A,True,True,1.0,Resell
CON-104732,Box,Plastic,5.99,57,120,High,Moderate Damage,52.87,Chemical,True,6.51,21.32,2.87,1.15,16.24,2.22,2.3,0.12,6.23,18.68,True,Medium,Depot C,False,True,1.0,Resell
CON-104733,Crate,Plastic,5.64,15,10,High,Moderate Damage,69.99,Organic,True,41.27,17.5,72.93,1.23,6.41,2.18,2.21,0.11,5.87,17.6,True,Medium,Terminal E,False,True,1.0,Resell
CON-104734,Crate,Plastic,7.04,18,37,Low,Safe,87.32,None,False,3.41,17.6,58.16,1.3,6.76,3.85,2.56,0.14,7.33,21.98,True,Low,Facility D,True,True,1.0,Resell
CON-104735,Tote,Plastic,5.46,17,8,Low,Minor Damage,81.86,None,False,2.35,9.52,31.99,1.1,6.37,3.66,2.17,0.11,5.68,17.04,True,Low,Depot C,True,True,1.0,Resell
CON-104736,Crate,Wood,22.98,13,39,Medium,Minor Damage,83.97,None,True,13.68,18.3,67.33,0.0,10.74,3.26,6.54,0.46,3.68,11.03,False,Medium,Warehouse A,True,True,1.0,Resell
